,count,mean,std,min,25%,50%,75%,max
Anon,345.0,166.21449275362318,2179.87342557625,0.0,0.0,0.0,0.0,28672.0
File,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,345.0,-154.34202898550726,8175.641773336936,-110592.0,0.0,0.0,0.0,81920.0
Shmem,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,345.0,-71.23478260869565,1680.365289383055,-20480.0,0.0,0.0,0.0,16384.0
File_writeback,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,345.0,225.5768115942029,2879.02834374931,0.0,0.0,0.0,0.0,45056.0
Active_anon,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,345.0,28.869565217391305,2792.9956302320716,-10680.0,0.0,0.0,0.0,38840.0
Slab_unreclaimable,345.0,-13.101449275362318,37622.20009567618,-348480.0,-16368.0,0.0,18480.0,119856.0
Slab,345.0,15.768115942028986,37846.19701385054,-348480.0,-17424.0,0.0,19536.0,119856.0
Workingset_refault_anon,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,345.0,0.04057971014492753,0.5321956605410767,0.0,0.0,0.0,0.0,7.0
Pgmajfault,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
