,count,mean,std,min,25%,50%,75%,max
Anon,381.0,129.00787401574803,2518.133241832538,0.0,0.0,0.0,0.0,49152.0
File,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,381.0,-591.2860892388452,7514.735009828194,-110592.0,0.0,0.0,0.0,12288.0
Shmem,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,381.0,-10.750656167979002,209.84443681937813,-4096.0,0.0,0.0,0.0,0.0
File_writeback,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,381.0,129.00787401574803,1480.1491789826794,0.0,0.0,0.0,0.0,20480.0
Active_anon,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,381.0,-90.07874015748031,1938.5157762670653,-14280.0,0.0,0.0,0.0,30760.0
Slab_unreclaimable,381.0,390.50918635170603,22928.01295687381,-84744.0,-14256.0,0.0,14520.0,70752.0
Slab,381.0,300.43044619422574,23075.16820406316,-84744.0,-14256.0,0.0,14256.0,70752.0
Workingset_refault_anon,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,381.0,0.031496062992125984,0.6147786234942719,0.0,0.0,0.0,0.0,12.0
Pgmajfault,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
