,count,mean,std,min,25%,50%,75%,max
Anon,364.0,78.76923076923077,1155.0354395900797,0.0,0.0,0.0,0.0,20480.0
File,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,364.0,-562.6373626373627,5860.566231289215,-86016.0,0.0,0.0,0.0,12288.0
Shmem,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,364.0,-67.51648351648352,3596.739108881599,-45056.0,0.0,0.0,0.0,45056.0
File_writeback,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,364.0,258.8131868131868,3382.479778595579,0.0,0.0,0.0,0.0,61440.0
Active_anon,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,364.0,-145.6043956043956,1175.4211097367554,-13560.0,0.0,0.0,0.0,11880.0
Slab_unreclaimable,364.0,964.3076923076923,26033.780479481367,-128304.0,-12276.0,0.0,15690.0,105864.0
Slab,364.0,818.7032967032967,26224.767511250935,-128304.0,-12672.0,0.0,16116.0,105864.0
Workingset_refault_anon,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,364.0,0.02197802197802198,0.30525325178448515,0.0,0.0,0.0,0.0,5.0
Pgmajfault,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
