,count,mean,std,min,25%,50%,75%,max
Anon,399.0,102.65664160401002,1689.9390967289364,0.0,0.0,0.0,0.0,32768.0
File,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,399.0,-164.25062656641603,4803.461387776806,-90112.0,0.0,0.0,0.0,12288.0
Shmem,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_writeback,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,399.0,30.796992481203006,458.05917459223326,0.0,0.0,0.0,0.0,8192.0
Active_anon,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,399.0,-22.25563909774436,2076.7567304330632,-12600.0,0.0,0.0,0.0,25960.0
Slab_unreclaimable,399.0,-134.31578947368422,32376.024000189253,-163152.0,-13992.0,0.0,17952.0,113520.0
Slab,399.0,-156.57142857142858,32444.549398049872,-163152.0,-14676.0,0.0,18480.0,113520.0
Workingset_refault_anon,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,399.0,0.02506265664160401,0.412582787287338,0.0,0.0,0.0,0.0,8.0
Pgmajfault,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
