,count,mean,std,min,25%,50%,75%,max
Anon,388.0,221.69072164948454,3251.455238055976,0.0,0.0,0.0,0.0,57344.0
File,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,388.0,-295.58762886597935,9339.340905707682,-172032.0,0.0,0.0,0.0,36864.0
Shmem,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,388.0,-158.35051546391753,3133.0112717255624,-61440.0,0.0,0.0,0.0,4096.0
File_writeback,388.0,10.556701030927835,207.9428946193652,0.0,0.0,0.0,0.0,4096.0
Swapcached,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,388.0,200.57731958762886,2337.8122586719683,0.0,0.0,0.0,0.0,40960.0
Active_anon,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,388.0,59.381443298969074,2302.378868389876,-7080.0,0.0,0.0,0.0,26320.0
Slab_unreclaimable,388.0,2456.577319587629,39646.67268411884,-194304.0,-13530.0,0.0,20064.0,116688.0
Slab,388.0,2515.958762886598,39881.74148834273,-194304.0,-13728.0,0.0,20064.0,116688.0
Workingset_refault_anon,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,388.0,0.059278350515463915,0.885771241544128,0.0,0.0,0.0,0.0,16.0
Pgmajfault,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
