,count,mean,std,min,25%,50%,75%,max
Anon,394.0,72.77157360406092,848.777245706175,0.0,0.0,0.0,0.0,12288.0
File,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,394.0,-457.4213197969543,9182.410636059221,-176128.0,0.0,0.0,0.0,28672.0
Shmem,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_writeback,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,394.0,93.56345177664974,1501.2660686702832,0.0,0.0,0.0,0.0,28672.0
Active_anon,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,394.0,-91.06598984771574,2028.433853726108,-9240.0,0.0,0.0,0.0,27720.0
Slab_unreclaimable,394.0,-1585.1776649746193,24630.139864698584,-84480.0,-15742.0,0.0,14814.0,67584.0
Slab,394.0,-1676.243654822335,24413.90739395756,-84480.0,-16236.0,0.0,13652.0,67584.0
Workingset_refault_anon,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,394.0,0.017766497461928935,0.20722100725248413,0.0,0.0,0.0,0.0,3.0
Pgmajfault,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
