,count,mean,std,min,25%,50%,75%,max
Anon,374.0,76.66310160427807,1139.5182411229828,0.0,0.0,0.0,0.0,20480.0
File,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,374.0,-229.98930481283423,3768.9982426682704,-69632.0,0.0,0.0,0.0,12288.0
Shmem,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,374.0,-10.95187165775401,211.79911782195984,-4096.0,0.0,0.0,0.0,0.0
File_writeback,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,374.0,87.61497326203208,1158.3078076928998,0.0,0.0,0.0,0.0,20480.0
Active_anon,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,374.0,-104.59893048128342,1020.0321840051713,-9400.0,0.0,0.0,0.0,8280.0
Slab_unreclaimable,374.0,588.663101604278,22897.541152488295,-95568.0,-13490.0,0.0,14784.0,59664.0
Slab,374.0,484.06417112299465,22904.169035871026,-95568.0,-14236.0,0.0,14652.0,59664.0
Workingset_refault_anon,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,374.0,0.01871657754010695,0.2782026955866657,0.0,0.0,0.0,0.0,5.0
Pgmajfault,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
