,count,mean,std,min,25%,50%,75%,max
Anon,414.0,217.66183574879227,3204.793217316129,0.0,0.0,0.0,0.0,61440.0
File,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,414.0,-445.2173913043478,8757.868467444716,-151552.0,0.0,0.0,0.0,32768.0
Shmem,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,414.0,-9.893719806763285,201.30741747015287,-4096.0,0.0,0.0,0.0,0.0
File_writeback,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,414.0,197.8743961352657,1944.0406445774236,0.0,0.0,0.0,0.0,24576.0
Active_anon,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,414.0,-9.082125603864734,2229.098913055085,-8400.0,0.0,0.0,0.0,35120.0
Slab_unreclaimable,414.0,1259.4589371980676,33859.81989281476,-267168.0,-15774.0,0.0,19140.0,118800.0
Slab,414.0,1250.376811594203,34133.79917663064,-267168.0,-15840.0,0.0,19140.0,118800.0
Workingset_refault_anon,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,414.0,0.06280193236714976,0.8640900961881217,0.0,0.0,0.0,0.0,15.0
Pgmajfault,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
