,count,mean,std,min,25%,50%,75%,max
Anon,432.0,227.55555555555554,3233.912063721823,0.0,0.0,0.0,0.0,53248.0
File,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,432.0,-246.5185185185185,6056.8533536168825,-114688.0,0.0,0.0,0.0,20480.0
Shmem,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,432.0,66.37037037037037,1589.2738413457705,-4096.0,0.0,0.0,0.0,32768.0
File_writeback,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,432.0,161.1851851851852,1746.1767432098939,0.0,0.0,0.0,0.0,28672.0
Active_anon,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,432.0,15.833333333333334,2337.4726570109397,-21640.0,0.0,0.0,0.0,28960.0
Slab_unreclaimable,432.0,6397.833333333333,194404.20237762062,-941952.0,0.0,109032.0,118272.0,146256.0
Slab,432.0,6413.666666666667,194654.7150451739,-941952.0,0.0,109296.0,118272.0,146256.0
Workingset_refault_anon,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,432.0,0.05555555555555555,0.7895293124320857,0.0,0.0,0.0,0.0,13.0
Pgmajfault,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
